gene,log2FC,pvalue,padj
EXOC3,0.05690720500536006,0.0009036468821613989,0.004289879200663946
C4orf33,-0.04208433544291701,0.0009062774724532532,0.004300957703477365
SLC6A12,0.04269621176182792,0.0009091844935617547,0.004311928030369501
ACSM3,-0.016277190400995067,0.0009089488445639583,0.004311928030369501
MNAT1,-0.018545476425229523,0.000910150075137557,0.004315094496986047
KCNK12,0.02539302068696969,0.000913613155915529,0.0043300958606938885
AHCYL2,0.03518590997448001,0.0009148049828114228,0.00433432625810947
TSPAN4,0.033336653152990614,0.0009176247659844611,0.0043462645881356884
NINJ1,0.09610128355360992,0.0009182276306889263,0.004347698268355152
SLC9A3R1,0.0723817248910823,0.0009194379222566667,0.004350584405738504
MFSD5,0.04680959430179854,0.0009193840860765923,0.004350584405738504
RBM25,-0.1125588563254265,0.0009203278548329399,0.004353373170934129
SNW1,-0.04181494242153949,0.000922730486637445,0.0043633132120328945
UNKL,0.01198446501795658,0.0009235248812789294,0.004365644380040474
C18orf32,-0.04112144090376191,0.0009245722670608784,0.004369169564799271
NIPA2,-0.028324675861091997,0.0009310183693346752,0.004398196367072223
TGIF1,0.02264458296871741,0.0009332633710772704,0.004407364416916591
DZIP3,0.018495873502419435,0.0009349998841278049,0.00441412591972201
TMEM140,0.11137201457972878,0.0009356690253829262,0.004415845605619519
OLIG2,-0.07619661420728896,0.0009374410058246946,0.004422767273083022
ONECUT2,0.010461164936931944,0.0009417832571379098,0.004441806804423799
BTAF1,-0.10911355932555722,0.0009430990903413476,0.004446564851726588
GCM1,0.027475575912892403,0.0009446056114724323,0.004452218573565477
DLAT,-0.03329130545397163,0.0009466741641831501,0.004460516784004147
BACH2,-0.02924565803248136,0.000958145584050519,0.004513099394922835
CIITA,0.030902820987294355,0.0009598763805928335,0.004519782020970936
TRAPPC9,0.0339552044445961,0.0009657596014583866,0.004544281182692031
TDRD9,0.0333806031608157,0.0009660205579611132,0.004544281182692031
SLC25A12,-0.03193335656726859,0.0009658980778303452,0.004544281182692031
FNBP1,0.06884741876517708,0.0009701261600168981,0.004562112760287257
MALT1,-0.026164766386670202,0.0009737920813647119,0.004577865792433134
SAMD9L,0.11816896892207218,0.0009747129195666443,0.004580707958145125
ZNF362,0.048423476881882976,0.0009755866520718274,0.004583326976519087
MX2,0.10373363756226084,0.0009781502905797698,0.004593880936691759
DSN1,-0.02788441891997362,0.0009826386879332057,0.004613464750737294
PARP16,0.03531156033278471,0.0009887208447668463,0.00463953712051272
DGCR2,0.06704353107729588,0.00098913468465119,0.00463953712051272
FOLR2,0.030129422737216416,0.0009891529016945097,0.00463953712051272
DNASE1L3,-0.01740407727288673,0.000992823792169583,0.004655247590088779
C10orf88,-0.029923673225123792,0.000997647440398016,0.0046749659722749
ZNF383,-0.02447486735144988,0.0009976746630973293,0.0046749659722749
CEP128,-0.016676284587639145,0.0009991002158419573,0.004680131800211808
SREK1,-0.025574188966439593,0.0010004071077383807,0.004684738618972747
PPP2CA,-0.06918018047601038,0.0010016486288672963,0.004689036438433717
RAB33A,-0.03199974646553816,0.0010027622014153112,0.004692732706074109
TAPT1,-0.03647662999358836,0.0010048777776309893,0.004701114254265907
CYP20A1,-0.02868788977726755,0.0010053190271040206,0.004701659925274341
HIST1H3F,0.04396784452242919,0.0010128754372843818,0.004735470572507097
INPP5D,0.033615544450873,0.001014650212763779,0.004742237393246394
NFAM1,0.03836094920335231,0.0010199725504121836,0.004764107533789151
WDFY1,-0.10122664347875876,0.0010199873972852912,0.004764107533789151
NUP54,-0.04508288230204638,0.0010211906965751619,0.004768190215730059
ATP5SL,0.04453639324977665,0.0010245970800395372,0.004781012921163871
SDF2,-0.05264402383930822,0.0010243399995617567,0.004781012921163871
RAI1,0.029285852578301963,0.0010269830452115678,0.004787247670818179
CPD,0.0950837777365603,0.001027140461899724,0.004787247670818179
AURKAIP1,0.06236098328688833,0.0010270177632265742,0.004787247670818179
LBH,-0.04741858804473864,0.0010273904862533728,0.004787247670818179
TBC1D31,-0.04350331514653938,0.0010275858194265203,0.004787247670818179
PIK3R5,0.03716994544357455,0.0010344856844714256,0.004817842653982035
LOC102724002,0.04163467902739537,0.001041674723923619,0.004849764288431276
ZNF446,0.03126298734393984,0.0010430627037138695,0.0048546658742261205
PTPN7,0.03587164992834424,0.0010434036417060865,0.004854692690803392
FKTN,0.05345848861564839,0.0010499342383680649,0.004880374681810992
ZFX,0.035701077785895485,0.0010497206189665521,0.004880374681810992
SLC39A8,-0.03195824447464535,0.0010497786839432624,0.004880374681810992
COPS2,-0.02570371957328277,0.001053595505872416,0.004895822042687224
ANXA5,0.09058517068364935,0.001060160254288264,0.004924746992659146
CRISP1,0.01969706099631452,0.001067730228986773,0.004958321460931202
PPIE,-0.02987243677363427,0.001069451376131293,0.004964722349963348
PGK1,0.05495309896047651,0.0010719355679720145,0.0049746602904539115
PLD3,0.026124056021418873,0.0010756660808335739,0.004990373963739104
CPTP,0.028483632375297496,0.0010831898262696092,0.00502367001078739
TGOLN2,0.06304881371799276,0.001083655843483949,0.005024222547061944
VAMP2,0.07108739878094639,0.0010862033073584171,0.00503442198520938
SCPEP1,0.06969196625258434,0.0010902309115266037,0.005051472975864149
S100A11,0.10004791923302925,0.0010918055627806384,0.005057151190059088
UBN1,0.05644181372777801,0.0010923601939803974,0.005058102637344014
BBX,0.06417598134295943,0.0010938733284823234,0.0050634903450744555
ANKRD36B,0.03652098047529151,0.0011039549504159754,0.0051085250804552675
MUM1,0.04670742231753078,0.0011097030828563356,0.0051334843347464595
NOC3L,-0.05875421008806203,0.0011166803114801387,0.005164111632017346
CLDND1,-0.09307669671502339,0.001117667623181328,0.005167027722361429
GRPEL1,-0.0410623359360871,0.0011234158694253997,0.005191944943445275
LRRC47,0.04313525995034606,0.0011287006486636964,0.0052147050064577285
MTFR1,-0.022629277815684468,0.0011303207942223773,0.005220524994743914
LCP1,0.06711673656880635,0.0011312560651868604,0.0052231791036552394
KIF5C,-0.032686957219628,0.0011324405154753468,0.00522698165269118
FCHO1,0.05854210051391018,0.0011420015990450682,0.005269433310152522
FBXO38,0.034626118588581,0.001143469796683857,0.005272848307917537
EPS15L1,0.045023190354776865,0.0011432153717559582,0.005272848307917537
PAPSS2,0.039180710262757934,0.001144429231424705,0.005275592930603254
SLBP,-0.04007881490074361,0.0011506075844732167,0.005302386335828848
MXD4,0.07439139413735951,0.0011555766321941065,0.0053235915841919335
ARHGEF1,0.035573530492393424,0.001161220474449119,0.005346191148099504
SLC22A18AS,0.03923778436786307,0.0011609454875727945,0.005346191148099504
PPA2,-0.0653277606469711,0.001162450689958636,0.0053501543671308814
RPL28,0.039339703909668344,0.0011643921084411625,0.0053573873248608
WDR70,-0.03396194918059692,0.0011666376740702407,0.005366014630432952
ST3GAL1,0.04590942631712647,0.0011683425595461008,0.005372150359512928
CACNA2D4,0.04090746220417163,0.0011702920177692627,0.005379406406020312
RALGPS2,-0.01636710686563081,0.0011724180350298752,0.005384654056643399
ADAM9,0.02236735091434916,0.0011719389028164817,0.005384654056643399
ABCB7,-0.04064338903292697,0.0011725489432928252,0.005384654056643399
TPST2,0.06052641970780215,0.0011788330874607123,0.00541179665254547
CBS,0.0824228315029103,0.0011812691067725363,0.00542126164210818
KDM5B,0.040856290585562505,0.0011881663299498808,0.0054511881922692665
STX1A,0.02711937334007697,0.0011899479746465015,0.00545682425983305
SMC6,-0.03173900856327183,0.0011901482903074153,0.00545682425983305
FRMD8,0.04470133297841361,0.0011912568731239682,0.005460178655166948
MAP3K5,0.06533807660210478,0.0011979554555993808,0.005489144833565781
TOLLIP,0.04776316887687315,0.0012033742198968827,0.005512230297592173
NBR1,0.020954092195266227,0.0012041346549723957,0.0055139697573886115
TRIM62,0.036365229131001264,0.0012079321269204521,0.005529610912236355
TMEM43,0.07524815275890084,0.001209612761750017,0.005535554894529935
ITPRIPL1,0.017310691623587893,0.0012135453209339362,0.005551797355782416
AP5S1,0.04360303260806031,0.0012161711398561465,0.005560297597751397
ZNF484,-0.02390399272270205,0.0012161438720378523,0.005560297597751397
AGPAT1,0.0519013033462441,0.0012183020693046275,0.005568282477692718
RNF213,0.03432390737657265,0.0012193590508892786,0.005571355360593158
FCGR2A,0.08526125705083487,0.0012286710280179237,0.005612132188524631
TMEM243,-0.09414842380018484,0.001229759878906422,0.00561533483167737
PNKD,0.028947092545591246,0.0012305588936544285,0.005617212422215803
KBTBD3,-0.01205838641420609,0.001232260655189053,0.005623208358461954
WNK3,0.016688050119340048,0.0012331482021808774,0.005625486160752072
RASGRP1,-0.0850417612239891,0.0012384685361846836,0.005647978047260377
RBM45,-0.035866440581507675,0.0012394280022669166,0.005650574499475612
IL18BP,0.025517427441805296,0.0012415689683045522,0.005657713899159764
VARS2,0.061584572582695785,0.0012417752337357698,0.005657713899159764
CEP164,0.03307517754100875,0.0012431406569531958,0.005662153860160405
C11orf96,0.011571237721752503,0.00124716253948801,0.005676902018210037
ELP6,-0.02666226634812041,0.0012471363982973242,0.005676902018210037
RAB32,0.06916637014665383,0.001250403478591348,0.005689866158943476
HOOK2,0.028040748905149293,0.0012529179539781902,0.0056995174765766664
PLEKHM2,0.05488547944213629,0.001253353282432998,0.005699707674335806
PHYKPL,0.02959866557093349,0.0012563355350765895,0.005711476424999787
HSP90B1,-0.08517616214538215,0.001261598786355834,0.005733604274106652
ADCK1,0.04304013958759878,0.0012664752287368417,0.0057539608572849486
MSN,0.08619938650345205,0.0012785783666084782,0.0058071273320656
KIR3DL1,0.08463844532667153,0.0012809405801151431,0.005816032402002424
XIAP,0.03492015841137164,0.0012819182779787756,0.005818647551941268
ACYP1,-0.028068759565654133,0.001283093841849234,0.0058221588989173885
PTK2B,0.04710940454311974,0.001283660825723568,0.005822907422417838
DGAT2,0.06095056328723647,0.0012859598022935833,0.005831509635698266
PFKFB3,0.07155140695060247,0.0012867902939507775,0.005833449332576858
HNRNPA2B1,-0.08208081542779588,0.0012878109559407444,0.005836249651391033
DEPDC5,0.021186511917643536,0.001290282754373676,0.005845622588160251
CEP250,0.025035963074975243,0.0012933430109104067,0.005857654837406607
PIEZO1,0.07041142820328261,0.0012970181983956953,0.005872463765415208
PLA2G16,-0.06336346160565309,0.001297918857990374,0.0058747052309789305
CCDC50,-0.026210045971144957,0.0012995751244026755,0.005880364292986052
SEC16A,0.0737721461827654,0.0013001975117559916,0.005881343148117984
NOMO2,0.04983894076026374,0.0013011773717883225,0.0058839378872875625
PSEN2,0.019902077620187697,0.0013030363959201936,0.005890505355339602
SAMD9,-0.11184490900155453,0.001311858766530357,0.005928537402316908
C19orf66,0.055766456909293716,0.0013137199867259927,0.005935096783449557
FURIN,0.0883909266858991,0.0013148190858481225,0.0059382100528295
RPS6KC1,-0.019171742359144872,0.0013161382991749438,0.0059423151886689165
CCNG1,-0.036580675932633255,0.0013168351906995837,0.00594360888192358
BCL9L,0.040812485051984204,0.0013179984572591007,0.005947006123034521
AURKA,-0.019586964739233714,0.0013190013625181932,0.005949677899319062
ALG3,0.04540392856614517,0.0013199922484825682,0.005952293812895864
CRABP2,0.018277969059909083,0.0013226200072041483,0.005962287016602827
NRROS,0.06790699308136716,0.0013243144404075442,0.005968067938662996
MEF2D,0.054525294034547755,0.0013247621595460525,0.005968228652835156
NBPF10,0.02904305283984243,0.0013315117651855344,0.00599677127081694
RBM12,-0.02267922429806024,0.0013382474975589577,0.006025233681891185
YDJC,0.028727385895171764,0.001344556815396218,0.006051759140521697
VMA21,-0.06205295444065939,0.0013488651841570341,0.006069264780158584
SCAMP1,-0.041975312629360495,0.001350509568826279,0.006074776582260815
KLHL42,-0.05363334217909177,0.0013546878882187176,0.006091679407935395
TNFSF13B,0.09648384811166011,0.0013593282549630684,0.006108752852896395
ZNF525,-0.02669231045656506,0.001359070982884205,0.006108752852896395
SEC61A2,0.023985877061494243,0.0013633472734995346,0.0061249137436002665
SPINT1,0.01957195623750696,0.001364474256741226,0.00612807601074106
FER,0.017562155417222947,0.0013683807313612441,0.006143715596105474
ADGRE3,0.0994039638323514,0.0013823159457892545,0.006202436232593421
SPAG16,-0.016315028001043785,0.0013821062726873568,0.006202436232593421
NEU1,0.04613771406439149,0.0013870502934491347,0.0062217517653506554
RDX,-0.03145270528445554,0.00138806296446464,0.0062243665564414375
TUBA1B,0.07392020552997636,0.0013894290917204962,0.0062285642106096155
LRP10,0.10654129426703918,0.0013924030905676568,0.006239964840279067
MRPS24,-0.058238024117171605,0.0013960049944644632,0.006254171462982767
CNPY3,0.055942533387359106,0.0013994537527545917,0.006267683412151362
CNDP2,0.07459705016571938,0.001402722071173688,0.006280379127938082
GAPT,-0.1087226926137621,0.001404791207873961,0.006287699584315961
RAPGEF6,0.06728908750462459,0.0014137341830610948,0.006319915403536079
ELP4,-0.025840036634877883,0.00141335343057525,0.006319915403536079
KDM4B,0.03231695295375392,0.0014135660407810183,0.006319915403536079
RPL38,-0.05693876328809111,0.001412523351025769,0.006319915403536079
PNP,-0.07559506732599885,0.0014156958133788521,0.006326731922548378
SUSD6,0.07236171344624509,0.0014270319187097908,0.006375425758973661
GPALPP1,-0.01685403027486565,0.0014306596761881495,0.0063896622725590985
NUP210,0.05155833713557545,0.0014360191540056396,0.006409916994237871
C19orf54,0.02628513569194446,0.0014360798568283546,0.006409916994237871
SIRPB2,0.026934094802937736,0.0014370385250608237,0.006410245148438858
ALPK1,0.084990735374328,0.0014370252993477245,0.006410245148438858
ZNF197,-0.011412806740344728,0.0014408337515642302,0.006423701941718013
ADD2,-0.024748032721300106,0.001440942254117773,0.006423701941718013
SMAD7,0.023034730994622166,0.0014416286271893904,0.0064247843188341945
KLF10,0.013987700604958242,0.0014457166957904171,0.006441021415511658
FAM216A,-0.02951610899845125,0.001448831068941858,0.006452911808903404
MXD1,0.10020286931071354,0.0014499493574437836,0.006455907314237861
CD300LB,0.05836198126733727,0.0014588836322322587,0.006491696015131193
PPP1R11,0.0729321775561349,0.0014588105191369234,0.006491696015131193
CDC16,-0.056194450463049606,0.001464250209239898,0.006513574947982396
PHF19,0.027943124320584545,0.0014647576006933919,0.006513831467130208
ZNF512,-0.05578906792526084,0.0014670777955866957,0.006522146958648772
ZNF641,0.09297015529664598,0.0014678872832928134,0.006523743298930074
TSC22D3,0.063181493530859,0.0014710424422949646,0.006535760347914192
MRPS30,-0.04819360100500791,0.0014757670912779349,0.006554741045712851
CHI3L2,-0.0355363719598758,0.0014764780368581912,0.006555888377024538
CADM4,0.01386712269640622,0.0014825630607579168,0.0065768586131753955
RPN1,0.049832514610898215,0.0014825028103558238,0.0065768586131753955
IL7,-0.013954280171767586,0.0014825466565769386,0.0065768586131753955
USP33,-0.025794729134288374,0.001484667982950879,0.006584179750477811
PTPN23,0.03388706923347318,0.00149295902848527,0.006618922120777671
OXNAD1,-0.04165417725650933,0.0014943773323756802,0.006620755801498432
CASP5,-0.05620646457336864,0.0014947439568420238,0.006620755801498432
TCF7L2,0.02894421762037247,0.0014941073352151045,0.006620755801498432
LOC100419583,-0.05507101134465486,0.0014973965525318452,0.006630477427964306
CMTM3,0.04522955503034254,0.0014995410330808218,0.006637943864041144
CHST7,0.0712988661471261,0.0015003983760535984,0.006639709770473669
SKA2,-0.031183595970748712,0.0015012799608471994,0.006641581842672827
ELMO3,0.027632905161148358,0.0015033419907989293,0.006648673402971509
C15orf52,0.0489226063274133,0.0015039402999303191,0.006649289164893389
SLC25A44,0.08676639834484767,0.001504869027269904,0.006651364965205154
ITLN1,-0.0853805731836399,0.0015129762660041329,0.0066837228195462586
CCDC191,-0.015005500846672959,0.001513112891831827,0.0066837228195462586
DNPH1,-0.03908074416056628,0.0015145956112803199,0.006688232571275657
ARSG,0.05389586379548028,0.0015164101438039084,0.00669420436539342
CD68,0.06704471456891525,0.0015185446140824114,0.006701584457760404
RAB12,0.040384448652039495,0.0015202287501846457,0.00670311973287232
MFSD3,0.04039037974556603,0.0015205207108057671,0.00670311973287232
KIF1BP,-0.018086569144720954,0.001520626900667641,0.00670311973287232
YIPF3,0.07233748194912692,0.0015207436786950042,0.00670311973287232
MEFV,0.07158659149565327,0.001521306381459691,0.006703559972334093
ZNF551,-0.01644959710833227,0.0015235724635781884,0.006711503516565231
TREM1,0.0822114056374863,0.001527352623182441,0.006726109879651711
PROK1,-0.018605123880448105,0.0015319506719416347,0.006744308064560073
MAML1,0.02533446972439979,0.0015350404995588458,0.0067554106614104185
RALGAPB,0.03379937349959228,0.0015358718108274307,0.0067554106614104185
LSAMP,0.02517060733654297,0.0015354109661786636,0.0067554106614104185
PLEKHO2,0.07465973807688364,0.001538495439201697,0.00676489615707267
TLR9,0.021763507564712015,0.0015433992906338896,0.006783589684256198
PCNT,0.054804388090971656,0.0015436834851773288,0.006783589684256198
BAZ2A,0.04093085841971167,0.0015458001303056887,0.006790830781725082
GLYCTK,0.033614339696778295,0.0015490567651272515,0.006801011878176147
RALGAPA1,-0.04254961087393916,0.0015489191334190871,0.006801011878176147
NPIPB3,0.0327769955628856,0.0015542590299664157,0.00682178417879805
FAM168A,0.0314998424459656,0.001563538507643166,0.006860433730597884
ARF3,0.08132849400148423,0.0015681908503954159,0.006878763257761115
SIAH1,-0.0309657664066485,0.0015751162576404449,0.006907049311433304
STXBP3,-0.0696192225275416,0.001582418197372483,0.006936968877343536
TMEM154,0.11264642390386825,0.0015844529356062289,0.006943787086027419
TPD52,-0.01789855831819054,0.0015863038219865696,0.006949795691970197
NCOA1,0.04443673442304963,0.001601615822907959,0.007014757659207402
CHAT,-0.01452083930533643,0.0016039329710886086,0.0070227826944520575
CUL4A,-0.029651897921409542,0.0016050421757407033,0.007025515525363658
CCT6P1,-0.028755933423506796,0.0016060791777888419,0.007027930758638545
MAN2A1,0.030977793361870454,0.0016067295789764543,0.007028653343973109
TARS,-0.048297616476879135,0.0016100168852446668,0.007040907175689539
SLC2A11,0.021774120430046118,0.001611002686563504,0.007043091733228431
RNASE6,-0.10759649384866243,0.0016118372201094431,0.0070446138491445905
TMEM256,-0.09088142918301578,0.001615657847888142,0.0070591819815420355
C10orf76,0.022957260657792133,0.0016178735075312325,0.007066730965947639
IL5RA,-0.033354992196842126,0.0016255204427462508,0.007097991586595326
RGP1,0.016149334921539804,0.0016282234041790377,0.007107651532890049
NDUFA7,-0.045509137773358965,0.001631481638864121,0.007119728851252766
KIR2DS3,0.022995139206953397,0.0016379854300048492,0.007145958122948866
PCK2,0.026163106988149387,0.0016425274257608482,0.007163615547943428
LILRA5,0.08991945754510944,0.0016451708153509734,0.007172984373733745
SIRPA,0.07385213380758948,0.0016462515779012848,0.007175536519507135
ENTPD6,0.023075348693495812,0.0016477379210420504,0.007179854406851101
ZAK,0.018055173044418282,0.0016508249935391624,0.007191142618472549
GTPBP8,-0.02285402817389315,0.0016533730758154196,0.007197912723207255
CAPNS1,0.06830816519861571,0.001653156316591406,0.007197912723207255
MICALCL,0.07528503841629064,0.0016602236540950882,0.007225564725334512
ANKRD46,-0.052489831077012106,0.0016608557914255786,0.007226144572847126
FIGNL2,0.022171273101315947,0.0016650857738985173,0.00724237307782166
EFTUD2,0.05497134376817847,0.00166675806822826,0.0072474703873365715
IPO9,0.04711144674524714,0.0016676288885584304,0.007249080678835626
C1orf56,0.0382422278161858,0.0016723585275446357,0.0072674590197889305
RSRC2,-0.04579438106743261,0.0016761178466080113,0.007281610944892152
COQ3,-0.025472794416683264,0.001681496668439664,0.007301623162000412
ZNF775,0.024566969970629238,0.001681732592407717,0.007301623162000412
TBC1D13,0.03623124668207822,0.0016831802987187815,0.007305718743375138
PLPP6,-0.0382672509883788,0.001686498106590509,0.007317926475691112
FAM21C,0.01583121523657205,0.0016885514926449508,0.007322449047745349
CDC23,-0.045205969945828706,0.0016881664306941627,0.007322449047745349
SEPT9,0.0741600747859632,0.001690134763919992,0.007327121197431057
PPP4R3B,-0.07153384867519552,0.0016926908010693232,0.007336006452031142
ANO9,0.02900211563067767,0.0016940473150373208,0.007339689294346561
FYTTD1,-0.022631114903600924,0.0016947670375537388,0.007340611773902019
LIMK2,0.04212272792711591,0.0016978787067956403,0.007351890938483723
RPS11,-0.06483574469958775,0.0016984348006574461,0.007352100912349805
CTIF,0.03003830723680867,0.0016991892109015948,0.007353168966447176
MUTYH,0.018566814800366593,0.0017017907925427323,0.007362227550534329
SESN3,-0.1555973417664589,0.0017059304017052433,0.00737442940484449
PCBP2,0.053725463386268046,0.0017061387003337396,0.00737442940484449
MGST2,-0.06623806541992039,0.0017059068378645107,0.00737442940484449
MSRB1,0.08677880311935127,0.0017123401936871931,0.007399026063653134
TIRAP,0.010731476529033834,0.001716477177204055,0.00741468995962527
NFATC2IP,0.014899556498097155,0.0017174912244615963,0.007416858346780489
AGL,-0.014793562729117582,0.001720605890276828,0.007428094102762914
PRRC1,-0.04959526237084866,0.001729136896616384,0.0074626992880189825
WTAP,-0.023414776510491286,0.0017364250808297194,0.007491921617735375
TTLL4,0.03686076374396574,0.0017405228953714645,0.007507365579678467
DIRC2,0.06373482744884917,0.0017433110877369746,0.007517153258345442
GPR84,0.0355096051324324,0.0017452829038317645,0.007523415946160499
HECTD3,0.036460043277513954,0.0017564490002496876,0.007569297030531531
SLC25A35,0.018746821271534486,0.0017609460930516803,0.007586419753646799
ELAC2,0.032238165059085944,0.0017663220911801995,0.007607317623744874
VPS26A,-0.04846647206189125,0.0017707929279508823,0.00762430581701563
OGFOD3,0.015546854449558722,0.0017779161366731988,0.007652700541924105
TMEM45B,0.060021804112454724,0.0017865806792420412,0.007687710801586965
SAMSN1,-0.04299714671300148,0.0017879168260080721,0.007691175321621894
COL9A2,0.05456007367272253,0.0017893839631078587,0.007695201105004224
NFYC,0.05362343185252527,0.0017899262452906652,0.007695248363547046
KLHL18,0.03208146587786498,0.0017926631217401925,0.007704727790885741
MCUR1,-0.040388536532193875,0.001798319228804414,0.007726744500149253
S100P,-0.21098720606158494,0.0018005595386517918,0.007734076025454494
RNFT1,0.03545710240061073,0.0018015726383128665,0.007736133440060349
RUVBL2,0.04096534235418847,0.0018032095487368507,0.007740867547096783
AIFM2,0.014413493291164592,0.0018170723292064734,0.0077980668492523145
SPG11,0.06729887601442641,0.0018183669553457327,0.00780131130960533
UQCRC1,0.05468672105441108,0.0018192702727521898,0.007802875519852744
SNRPA,0.04006117934227227,0.0018250796303269203,0.007825474649394646
SPATA20,0.07281956157432301,0.001828077572098324,0.007836009338346293
TRIM28,0.06205268372367989,0.0018317204582877112,0.007849301514153613
COA1,-0.032192695133314686,0.0018357340852043179,0.007864174058000398
NBPF1,0.012748514393436494,0.001836941087297697,0.007867017950449392
HIST2H2AA3,0.09951887905172363,0.001841570959524144,0.007884514861882264
NMUR1,0.03425630785691958,0.0018438713731760447,0.007892031019232219
PTP4A2,0.015277493611136173,0.0018490772461115027,0.007911974839787003
MDFI,0.039055843988017536,0.0018496680615608576,0.007912165447031145
GDAP2,-0.026763296916747947,0.0018505151000984545,0.007913451641519343
LINC00921,0.0446989645426461,0.0018515393712201205,0.007915494761733243
NUDT18,0.050802818859322585,0.0018637090614651076,0.007965170270363121
NUAK2,0.070825990002092,0.0018691465476624541,0.007986052683287016
CNTNAP3,0.022273004604916657,0.0018727637313767915,0.007999147710192112
FCHSD1,0.01475880776330829,0.0018796112292428458,0.008026028609773991
CTSB,0.09473075650396368,0.0018824185376326117,0.008035646949328248
ADK,-0.021923931435411603,0.0018965825364505788,0.008093724648777308
UNC13A,0.012425890427066655,0.0018972944047540824,0.008094377660812408
AGA,-0.040787369683068064,0.0019015773899737412,0.00811026116501168
BPTF,0.015286645691149126,0.0019038343571599,0.008117496858729464
ILK,0.041095111367720705,0.0019091820581440975,0.008137902569205152
IMPA2,0.0930128040080973,0.0019112130242430574,0.008144162825282861
RNASEL,0.0528132703548323,0.0019150795708314328,0.008158238971741904
AAMDC,-0.031550280290357335,0.0019212436650738068,0.008182091515709797
ANKHD1-EIF4EBP3,0.03133732781211762,0.0019269232913322928,0.008203867416712795
CASP9,0.028465387004447784,0.0019330450228002697,0.008227512227516635
IPO11,-0.04447198024181098,0.001948420429291502,0.008290517478806733
THRA,0.016939960895290262,0.0019581139958927303,0.008329316627462644
NAPRT,0.08121028587253853,0.0019629686925441273,0.008347515720143611
TAX1BP3,0.05811493546210755,0.001964201430844957,0.008350306288335297
PLP2,0.05570630087390782,0.001968395910142395,0.008363065890605738
RNPEP,0.07283498625995133,0.0019689350101467526,0.008363065890605738
ODF3B,0.017121364073688028,0.0019684891394079387,0.008363065890605738
SLC16A12,0.047280214530081466,0.0019755049247003214,0.0083885116767398
UBE2Q2,-0.07791619849065778,0.001979437402167509,0.00840274658059619
MBP,0.07631075194513492,0.0019896210627867858,0.008443501750191564
TGFBI,0.09523111744633894,0.0019948202459875108,0.008463086245718543
CDK9,0.04136173458411907,0.0019959183786914976,0.008465265533519077
ZER1,0.039393133344927556,0.001998499122398491,0.008473729885485873
PREB,0.03423920602430908,0.0019991246863514233,0.008473901655579168
TMEM114,0.04264870711654556,0.001999814965094406,0.008474347558346218
IL10RA,0.06535358166569516,0.0020053959806740685,0.00849551195790676
UBE2J2,0.015709656213807932,0.0020117439804398897,0.008517783514936
ARL14EP,-0.06899052729348654,0.002011829425890365,0.008517783514936
CDIPT,0.058785905286748985,0.0020125741292412827,0.00851844643130647
ACTR3,-0.10720058888188078,0.0020229752093792117,0.008559968721194421
ANKAR,-0.02198214794988118,0.002024912889488158,0.008565665388827828
ZCCHC24,0.037396092803976266,0.0020308356853720746,0.008588211406402665
EVI5L,0.039225075064369896,0.0020381697049210667,0.008611683198972207
TNFAIP1,0.028864090396225173,0.002037888195367402,0.008611683198972207
RALB,0.08028095437612848,0.002037412848145001,0.008611683198972207
XRCC3,0.02449762908607589,0.002040385939219799,0.008618533083598591
DAAM2,0.05181338468293717,0.0020428963414521706,0.00862662116897762
SC5D,-0.0454734750807102,0.002049693654763862,0.008652801776624825
RNF122,0.04013107286140016,0.0020522878241213843,0.008661228684316472
TIMMDC1,-0.016043224932661637,0.0020604640286667982,0.00869320157040778
ISOC1,-0.04800030977864722,0.002063408443474733,0.00870308907841818
DAPK1,0.046264712466653535,0.002065441923851006,0.008709129788954285
USB1,0.06759796502263882,0.0020676644235067205,0.008715963768938108
DHX37,0.028339336321111297,0.0020691687434370508,0.008719767262130416
MS4A6A,-0.09970591846131605,0.0020715552098845304,0.008727284950543205
CC2D1A,0.027445447346743812,0.002091506716423097,0.008806216069962831
SEPHS1,-0.03023858286834802,0.0020911963938003543,0.008806216069962831
PRCC,0.026487224658753306,0.0020950261275568347,0.00881847091878326
AQP12A,0.021030870678924174,0.002096008232340831,0.008820041614533584
KIF15,-0.012861920269203075,0.0021171772453016688,0.008906533610499381
ACAD10,0.035504709889339736,0.002122968827119316,0.008928304440184718
TSHZ3,0.05445152687057497,0.0021242924988628966,0.008931277954580609
CRY2,0.04014764205330312,0.0021261574833641023,0.008936524953292413
CTSW,0.10679320027094974,0.0021289726623678353,0.008945761543874595
GRAMD3,-0.018131475049037782,0.00212994056940746,0.008947232948752219
C8orf33,-0.025840088231711356,0.002132863346470067,0.008956912934262816
C1orf122,0.032212274011719444,0.00213846261170953,0.008977823903768358
RELA,0.04308657536517657,0.0021443625280416663,0.008999984600450737
EPOR,0.043646945539229876,0.0021531130168577404,0.009031476668452798
SHMT1,0.019066398379427696,0.002152878968520649,0.009031476668452798
RYK,-0.03271660745358229,0.0021614016224316386,0.009063606989012951
EPHB6,0.046274534078063034,0.0021620244509140945,0.009063606989012951
NDEL1,0.05942456907465399,0.0021638326261073644,0.009068562429554129
STT3B,-0.04403520711305475,0.002164855924452493,0.009070226557642438
BASP1,0.10823428207563168,0.002165865797498167,0.009071833490735527
TOR1B,0.050637463193463184,0.00216709234912436,0.009074346801016835
